FIRE_NAME,acres_geom,sev1_acres,sev2_acres,sev3_acres,sev4_acres,sev5_acres,sev6_acres,burned_acres
SPRING,228.8336048679097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAM,226.36281736626847,17.569192622315455,90.7370960747431,163.01542015388895,16.45721840571321,0.2223948433204488,0.0,287.7789272566607
SPRINGS,223.88670433099924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASEBALL,215.52697442763025,152.78525736114833,62.27055612972566,73.61269313906855,57.82265926331669,0.0,0.0,346.4911658932592
BITTERWATER,210.54445215282328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEXAS,209.95073783049023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH WHIZZ DOME,199.98542822041534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-3 SKEDDADLE,197.5076156462954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYER,194.65866304083627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNTER,194.5602276756208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-3 LITTLE FREDOYNER,187.34442114480697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRIZO,184.91719825598994,10.230162792740645,226.17555565689642,0.0,0.0,0.0,0.0,236.40571844963705
BROOK,183.21289021620981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEEGUM,181.44034192349417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASTAIC,178.31169229871531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-6 TUNNISON,175.1484562643256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-7,174.79070774361224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRUDER,169.54869022367555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKER,165.17930759660848,26.02019666849251,156.12118001095504,0.0,0.0,0.2223948433204488,0.0,182.14137667944755
LAKEVILLE,159.68003495074916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELSMERE,159.20588088725557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINA,158.86937104469337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOPAZ,157.11479930307348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLLISTER,157.01808889455396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIZZLY,155.27376482369476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SODA,152.58465416288973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POWER,151.55044333888236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VINEYARD,150.49443125660054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
